"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in INR, unless specified"
"Definitions:"
"Date/Time: Posted date/time of the transaction"
"Total sales tax liable:Includes GST or sales tax collected from buyers for product sales, shipping, and gift wrap."
"TCS-CGST:Tax Collected at Source from Central GST"
"TCS-SGST:Tax Collected at Source from State GST"
"TCS-IGST:Tax Collected at Source from Integrated GST"
"TDS (Section 194-O): Tax Deducted at Source under Section 194-O of Income tax Act, 1961"
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"Note: Reports with start date of 1 Jan 2025 or later are indexed by posted date, include both released and deferred transactions and have two new columns. You may need to update integrations or third-party mappings."
"date/time","settlement id","type","order id","Sku","description","quantity","marketplace","account type","fulfillment","order city","order state","order postal","product sales","shipping credits","gift wrap credits","promotional rebates","Total sales tax liable(GST before adjusting TCS)","TCS-CGST","TCS-SGST","TCS-IGST","TDS (Section 194-O)","selling fees","fba fees","other transaction fees","other","total","Transaction Status","Transaction Release Date"
"8 May 2026 8:32:37 am UTC","27129830212","Shipping Services","405-9266950-0597129","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","22 May 2026 6:33:46 am UTC"
"8 May 2026 8:59:28 am UTC","27045218532","Refund","404-4808936-0962732","JE-Q1K3-XVAS","Phonak Cerustop Hearing Aid Wax Guards, 1.3mm Replacement Wax Filters compatible with Phonak, Unitron, Resound, Beltone, Widex, 48 Pieces, 6 Packs","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","MUMBAI","MAHARASHTRA","400063","-2,479.00","0","0","99.16","0","0","0","0","0","57.22","0","0","0","-2,322.62","Released","8 May 2026 8:59:28 am UTC"
"8 May 2026 5:48:31 pm UTC","27045331432","Service Fee","","","Subscription","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Released","8 May 2026 5:48:31 pm UTC"
"9 May 2026 2:08:37 am UTC","27129830212","Shipping Services","407-3540096-6257954","","Amazon Easy Ship Weight Handling Fee Reversal","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","64.90","0","64.90","Released","21 May 2026 12:54:56 pm UTC"
"9 May 2026 2:23:32 am UTC","27129830212","Refund","407-3540096-6257954","WX-4JTC-CX4N","Sponge Holding Forceps, Surgical Grade Stainless Steel, 10 Inch Length","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","Guwahati","ASSAM","781036","-489.00","0","0","19.56","0","0","0","0","0","0","0","25.96","0","-443.48","Released","21 May 2026 8:17:19 pm UTC"
"9 May 2026 6:30:07 am UTC","27084782842","Shipping Services","402-2334699-9230738","","Amazon Easy Ship Weight Handling Fee Reversal","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","0","0","0","0","60.18","0","60.18","Released","19 May 2026 9:05:23 pm UTC"
"9 May 2026 6:45:19 am UTC","27084782842","Refund","402-2334699-9230738","B0FHKN2Q5C","VATS 200 Round Blood Lancet 200 Pieces Glucometer Lancets (Blue Colour)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Varanasi","Uttarpradesh","221002","-170.48","0","0","6.82","-8.18","0","0","0.82","0","0","0","1.18","0","-169.84","Released","19 May 2026 3:47:18 pm UTC"
"9 May 2026 7:46:56 am UTC","27045218532","Service Fee","","","Cost of Advertising","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","0","0","0","0","-2,012.34","-362.22","-2,374.56","Released","9 May 2026 7:46:56 am UTC"
"9 May 2026 8:18:21 am UTC","27129830212","Order","171-5849121-1209156","C6-UJZ5-4YH2","Vats Premium Flat Lancet Needle - Pack of 100 Pieces (White Color) for Accu-check Glucometer Lancet 100 Pcs (100)","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","AFZALPUR","KARNATAKA","585301","210.00","0","0","0","0","0","0","0","0","0","0","-1.18","0","208.82","Released","22 May 2026 2:43:08 pm UTC"
"9 May 2026 8:18:37 am UTC","27129776332","Order","404-6236437-2154724","8B-GSZJ-ABO9","Mission 2 Parameters Urinalysis Reagent 100 Strips","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","CHANGANACHERRY","KERALA","686537","225.00","0","0","0","0","0","0","0","0","0","0","-1.18","0","223.82","Released","23 May 2026 7:56:06 pm UTC"
"9 May 2026 8:18:41 am UTC","27129776332","Order","404-2181942-0111549","C6-UJZ5-4YH2","Vats Premium Flat Lancet Needle - Pack of 100 Pieces (White Color) for Accu-check Glucometer Lancet 100 Pcs (100)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","KHAMMAM","TELANGANA","507002","210.00","0","0","0","0","0","0","0","0","0","0","-1.18","0","208.82","Released","21 May 2026 8:49:51 pm UTC"
"9 May 2026 8:18:43 am UTC","27084781812","Order","171-6086892-3145902","QG-YMXG-BWXK","VATS Original Diamond Regular BP Cuff with Bladder, Bulb & Valve | Silicone tubing and Bladder | Standard Size Arm Cuff for Manual Sphygmomanometer |","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","SHAHAPUR THANE DISTRICT","MAHARASHTRA","421601","679.00","0","0","0","0","0","0","0","0","0","0","-53.10","0","625.90","Released","20 May 2026 5:31:34 am UTC"
"9 May 2026 8:18:45 am UTC","27084782842","Order","402-5075608-1409117","IG-ONBR-37FB","Vats Institution/Hospital Pack 1000 Glucometer Round Lancets,Blue | Dr. Morepen Supported Glucometer Round Blood Lancet 1000 Pcs Blue Colour","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","NEW DELHI","DELHI","110092","449.00","0","0","-17.96","0","0","0","0","0","0","0","-25.96","0","405.08","Released","19 May 2026 2:20:15 pm UTC"
"9 May 2026 8:18:51 am UTC","27084781812","Order","406-5935771-8047513","3V-9OCO-HRU4","32Pc Hearing Aid Filters For Phonak For Cerustop Hearing Aid Ear-Wax Guard Filters Cleaning Tool, Keep Your Hearing Aids Dirt And Wax Free, Resound, W","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","UNJHA","GUJARAT","384170","1,949.00","0","0","0","0","0","0","0","0","-287.48","0","-89.68","0","1,571.84","Released","21 May 2026 7:24:22 am UTC"
"9 May 2026 8:18:54 am UTC","27084782842","Order","406-6002508-8732366","RJ-XV78-3TB9","TICCI Retractable Car Charger [60W USB C with Wires] Fast Charging Car Charger for iPhone 16, Gift for Men Women, USB Phone Charger for iPhone 16 15 1","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","ABU ROAD","RAJASTHAN","307026","808.00","0","0","0","0","0","0","0","0","-47.67","0","-53.10","0","707.23","Released","20 May 2026 6:54:47 am UTC"
"9 May 2026 8:19:01 am UTC","27084782842","Order","405-9720029-8770702","QG-YMXG-BWXK","VATS Original Diamond Regular BP Cuff with Bladder, Bulb & Valve | Silicone tubing and Bladder | Standard Size Arm Cuff for Manual Sphygmomanometer |","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Chandi","BIHAR","803108","549.00","0","0","0","0","0","0","0","0","0","0","0","0","549.00","Released","21 May 2026 6:55:28 am UTC"
"9 May 2026 8:19:06 am UTC","27129776332","Shipping Services","404-2181942-0111549","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","21 May 2026 9:42:40 pm UTC"
"9 May 2026 8:19:08 am UTC","27129830212","Order","408-4252366-8823545","C6-UJZ5-4YH2","Vats Premium Flat Lancet Needle - Pack of 100 Pieces (White Color) for Accu-check Glucometer Lancet 100 Pcs (100)","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","HYDERABAD","TELANGANA","500050","210.00","0","0","0","0","0","0","0","0","0","0","-1.18","0","208.82","Released","28 May 2026 11:29:14 am UTC"
"9 May 2026 8:19:10 am UTC","27129830212","Order","403-4753621-2703521","B0FQ5KNQ5N","Lancing Device Pen & 100 Round Lancets (Compatible for use with all brands of Glucometers), Blue Compatiable with Accu Check Dr Morpen (device pen 100","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","MAWANA","UTTAR PRADESH","250401","244.92","0","0","0","44.08","0","0","-1.22","0","0","0","-1.18","0","286.60","Released","25 May 2026 11:32:27 pm UTC"
"9 May 2026 8:19:17 am UTC","27084782842","Order","408-2534035-6373927","SW-BMGC-SV9V","Taylor Tomahawk Percussion Reflex Hammer For Neurological Examination (Black)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","BIKANER","RAJASTHAN","334001","187.00","0","0","0","0","0","0","0","0","0","0","-1.18","0","185.82","Released","19 May 2026 3:41:45 am UTC"
"9 May 2026 8:19:18 am UTC","27129776332","Order","408-6841631-3481149","C6-UJZ5-4YH2","Vats Premium Flat Lancet Needle - Pack of 100 Pieces (White Color) for Accu-check Glucometer Lancet 100 Pcs (100)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","CHENNAI","TAMIL NADU","600117","210.00","0","0","0","0","0","0","0","0","0","0","-1.18","0","208.82","Released","21 May 2026 11:28:25 pm UTC"
"9 May 2026 8:19:22 am UTC","27175509832","Order","403-4347605-7513967","3T-JRIS-MPXU","KooingTech Pressure Bulb Pump, Latex Blood Pressure Bulb, Black Squeeze Bulb Pump for Manually Inflating Blood Pressure Replacement Parts","2","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","KALIMPONG I","WEST BENGAL","734315","366.00","0","0","0","0","0","0","0","0","0","0","-2.36","0","363.64","Released","2 Jun 2026 7:10:51 am UTC"
"9 May 2026 8:19:27 am UTC","27084782842","Shipping Services","402-5075608-1409117","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","19 May 2026 2:18:08 pm UTC"
"9 May 2026 8:19:30 am UTC","27084781812","Order","171-0643943-9490705","H1-Z3VR-X04J","3 in 1 Wireless Charger for MagSafe, Magnetic Foldable Travel Fast Charging Station Stand for iPhone16/15/14/13/12 Series, AirPods Pro/4/3/2 & Apple W","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","GORAKHPUR","UTTAR PRADESH","273008","1,869.00","0","0","-74.76","0","0","0","0","0","-434.03","0","-89.68","0","1,270.53","Released","20 May 2026 8:19:43 am UTC"
"9 May 2026 8:19:30 am UTC","27175655182","Shipping Services","408-4252366-8823545","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","28 May 2026 10:01:57 pm UTC"
"9 May 2026 8:19:31 am UTC","27129776332","Shipping Services","404-6236437-2154724","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","23 May 2026 8:16:31 pm UTC"
"9 May 2026 8:19:33 am UTC","27129830212","Shipping Services","171-5849121-1209156","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","22 May 2026 9:16:37 pm UTC"
"9 May 2026 8:19:35 am UTC","27084781812","Shipping Services","406-5935771-8047513","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","21 May 2026 7:27:22 am UTC"
"9 May 2026 8:19:44 am UTC","27084781812","Shipping Services","171-6086892-3145902","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","20 May 2026 5:18:14 am UTC"
"9 May 2026 8:19:46 am UTC","27084781812","Shipping Services","171-0643943-9490705","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","20 May 2026 8:10:06 am UTC"
"9 May 2026 8:19:46 am UTC","27084782842","Shipping Services","406-6002508-8732366","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","20 May 2026 7:00:20 am UTC"
"9 May 2026 8:19:47 am UTC","27084782842","Order","402-8884400-1341920","QG-YMXG-BWXK","VATS Original Diamond Regular BP Cuff with Bladder, Bulb & Valve | Silicone tubing and Bladder | Standard Size Arm Cuff for Manual Sphygmomanometer |","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","KOTA","RAJASTHAN","324009","549.00","0","0","0","0","0","0","0","0","0","0","0","0","549.00","Released","17 May 2026 10:52:09 pm UTC"
"9 May 2026 8:19:51 am UTC","27129830212","Shipping Services","403-4753621-2703521","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","25 May 2026 8:31:05 pm UTC"
"9 May 2026 8:20:05 am UTC","27175509832","Shipping Services","403-4347605-7513967","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","2 Jun 2026 7:14:09 am UTC"
"9 May 2026 8:20:05 am UTC","27084782842","Shipping Services","405-9720029-8770702","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-55.46","0","-55.46","Released","21 May 2026 6:54:54 am UTC"
"9 May 2026 8:20:09 am UTC","27129776332","Shipping Services","408-6841631-3481149","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","21 May 2026 12:45:24 pm UTC"
"9 May 2026 8:20:26 am UTC","27084782842","Shipping Services","408-2534035-6373927","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","19 May 2026 4:11:28 am UTC"
"9 May 2026 8:20:32 am UTC","27084782842","Order","403-1066437-5779510","QG-YMXG-BWXK","VATS Original Diamond Regular BP Cuff with Bladder, Bulb & Valve | Silicone tubing and Bladder | Standard Size Arm Cuff for Manual Sphygmomanometer |","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","FARIDABAD","HARYANA","121003","679.00","0","0","0","0","0","0","0","0","0","0","-53.10","0","625.90","Released","19 May 2026 8:06:50 am UTC"
"9 May 2026 8:20:37 am UTC","27129776332","Order","402-9564739-2136351","B0FHKN2Q5C","VATS 200 Round Blood Lancet 200 Pieces Glucometer Lancets (Blue Colour)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","CHENNAI","TAMIL NADU","600062","180.00","0","0","0","9.00","0","0","-0.90","0","0","0","-1.18","0","186.92","Released","22 May 2026 5:22:14 am UTC"
"9 May 2026 8:20:38 am UTC","27084782842","Order","404-4467120-0953935","F7-DSDE-8QYF","VATS BP Bulb with Valve for Sphygmomanometer, Black, Pack of 2, Compatible with All Brands","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Srinagar","UTTARAKHAND","249161","389.00","0","0","-15.56","0","0","0","0","0","0","0","-25.96","0","347.48","Released","21 May 2026 5:46:17 am UTC"
"9 May 2026 8:20:47 am UTC","27084782842","Shipping Services","402-8884400-1341920","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-55.46","0","-55.46","Released","17 May 2026 9:24:17 pm UTC"
"9 May 2026 8:21:03 am UTC","27084782842","Shipping Services","403-1066437-5779510","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","19 May 2026 7:58:06 am UTC"
"9 May 2026 8:21:30 am UTC","27129776332","Shipping Services","402-9564739-2136351","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","22 May 2026 5:44:06 am UTC"
"9 May 2026 8:21:57 am UTC","27084782842","Shipping Services","404-4467120-0953935","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-88.50","0","-88.50","Released","21 May 2026 5:38:35 am UTC"
"9 May 2026 3:29:22 pm UTC","27129830212","Shipping Services","408-2016733-5842709","","Amazon Easy Ship Weight Handling Fee Reversal","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","88.50","0","88.50","Released","21 May 2026 9:10:22 pm UTC"
"9 May 2026 3:44:36 pm UTC","27129830212","Refund","408-2016733-5842709","K7-Z0KL-IMNP","BP Armlet Bag Green Color, Blood Pressure Bladder Bag for Medical Use, Adult, 18x10x16 cm","2","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","GOPALGANJ","BIHAR","841425","-498.00","0","0","0","0","0","0","0","0","0","0","2.36","0","-495.64","Released","21 May 2026 9:52:19 pm UTC"
"10 May 2026 7:58:39 am UTC","27129776332","Order","405-3224918-6773944","IG-ONBR-37FB","Vats Institution/Hospital Pack 1000 Glucometer Round Lancets,Blue | Dr. Morepen Supported Glucometer Round Blood Lancet 1000 Pcs Blue Colour","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","NELLORE","ANDHRA PRADESH","524003","449.00","0","0","-17.96","0","0","0","0","0","0","0","-25.96","0","405.08","Released","24 May 2026 6:09:41 am UTC"
"10 May 2026 7:58:47 am UTC","27129830212","Order","171-6088635-4175541","C6-UJZ5-4YH2","Vats Premium Flat Lancet Needle - Pack of 100 Pieces (White Color) for Accu-check Glucometer Lancet 100 Pcs (100)","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","Purulia","WEST BENGAL","723101","210.00","0","0","-8.40","0","0","0","0","0","0","0","-1.18","0","200.42","Released","23 May 2026 8:17:34 am UTC"
"10 May 2026 7:58:52 am UTC","27129776332","Order","408-8752148-2423524","C6-UJZ5-4YH2","Vats Premium Flat Lancet Needle - Pack of 100 Pieces (White Color) for Accu-check Glucometer Lancet 100 Pcs (100)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","NAGPUR","MAHARASHTRA","441110","210.00","0","0","0","0","0","0","0","0","0","0","-1.18","0","208.82","Released","23 May 2026 7:57:46 pm UTC"
"10 May 2026 7:58:52 am UTC","27129776332","Order","403-2613083-3506764","QG-YMXG-BWXK","VATS Original Diamond Regular BP Cuff with Bladder, Bulb & Valve | Silicone tubing and Bladder | Standard Size Arm Cuff for Manual Sphygmomanometer |","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","BASAVAKALYAN","KARNATAKA","585327","589.00","0","0","-23.56","0","0","0","0","0","0","0","0","0","565.44","Released","22 May 2026 12:46:41 pm UTC"
